,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
409,0.388143849,0.385343325,0.428975541,0.64499078,0.476731583,0.347190105,0.74174251,0.394366332,0.516603207,0.52449451,0.671169469,0.479983848,0.723226139,0.689880292,0.549151092,0.333563926,0.581685617,0.636772673,0.830449813,0.629826837,0.479575027,0.544378497,0.4624429,0.419233754,0.403498438,0.332393075,alternative
410,0.578137428,0.436611368,0.404026611,0.582498587,0.445927684,0.244525238,0.676772528,0.374527659,0.431058327,0.492843562,0.615930133,0.652346364,0.675871576,0.696840165,0.783494777,0.550924003,0.780324646,0.691676032,0.682359979,0.490980187,0.511674141,0.720206312,0.689407637,0.645669668,0.60032369,0.483313938,hiphop
411,0.600963482,0.204004877,0.432044264,0.618847188,0.533005478,0.254701641,0.685754067,0.438513495,0.408457977,0.742906921,0.555197368,0.754886574,0.375014802,0.843152859,0.463008482,0.700534088,0.421374075,0.838945116,0.459953561,0.669978121,0.279090928,0.512131864,0.274027267,0.434110432,0.43824946,0.471497165,alternative
413,0.575438019,0.329336227,0.648949388,0.923070653,0.826704487,0.336839854,0.725754872,0.222206581,0.659204365,0.571167669,0.836816658,0.361309963,0.622466782,0.680844099,0.608730287,0.495198505,0.677319423,0.592628247,0.630717773,0.420834225,0.500706371,0.537996402,0.603895033,0.50513833,0.520903246,0.534234485,pop
415,0.597418835,0.450564181,0.634049138,0.757571589,0.660745522,0.559497233,0.880106709,0.269924882,0.45000749,0.560980836,0.695022425,0.282549237,0.680197323,0.589813438,0.529319409,0.306576296,0.643882639,0.450888334,0.635701479,0.485699585,0.328093558,0.448247756,0.434096822,0.458411889,0.439593154,0.489366765,folk
416,0.301333935,0.227294755,0.511826848,0.713783767,0.587668151,0.341406797,0.659908392,0.32069223,0.529228324,0.564068208,0.750996263,0.490755237,0.640199519,0.587551368,0.486563129,0.417676716,0.715900277,0.384520831,0.550087968,0.550553439,0.427499399,0.555445525,0.458547277,0.479848661,0.399794135,0.570002749,blues
417,0.522078519,0.545508966,0.50899646,0.596624204,0.538579474,0.385672724,0.836585102,0.358761589,0.314437737,0.627439766,0.603871195,0.548524328,0.71766556,0.517499768,0.747490425,0.374492844,0.581472956,0.55761751,0.488085705,0.399131308,0.209868438,0.240111982,0.280922633,0.411323481,0.354872524,0.220190879,alternative
418,0.357152499,0.123099141,0.283193054,0.511323335,0.34942412,0.148917971,0.411787092,0.495175911,0.557108202,0.555619569,0.736477147,0.416274385,0.667943534,0.455849133,0.482248862,0.150320019,0.577810145,0.28859971,0.629376328,0.304868722,0.087870103,0.32381595,0.267726863,0.25985722,0.512887757,0.523132018,blues
421,0.672348388,0.568978589,0.753673766,0.901114117,0.848357423,0.423406805,0.842873025,0.185526229,0.583393788,0.494538131,0.803812263,0.545252632,0.670916918,0.666453983,0.497925778,0.420396081,0.642226592,0.541470728,0.631009974,0.472012066,0.40342038,0.582809616,0.409953392,0.608705315,0.522679859,0.544588639,hiphop
422,0.585844229,0.45223129,0.565606799,0.854198217,0.719935243,0.219877116,0.751132248,0.283966988,0.614126274,0.48690856,0.768691572,0.527999426,0.688866547,0.627472248,0.688613195,0.61931187,0.69173832,0.642226824,0.722689094,0.594140976,0.521622553,0.670620341,0.576976089,0.608166194,0.599257988,0.67407637,hiphop
423,0.586219331,0.402923251,0.48168656,0.6532053,0.538027261,0.308613923,0.698938387,0.319574486,0.473190928,0.551031282,0.627002073,0.486823317,0.609663801,0.6826812,0.391026497,0.463489268,0.712247498,0.403166694,0.650984321,0.524262869,0.378054106,0.24936354,0.331783864,0.397681865,0.480390678,0.708246112,hiphop
424,0.33903111,0.127408312,0.422851545,0.631203832,0.488201157,0.268055019,0.573131315,0.375123059,0.478341729,0.558020049,0.661678151,0.44658101,0.524233945,0.523904074,0.36920503,0.349007286,0.514701538,0.401455001,0.566241727,0.210564753,0.230143734,0.267657711,0.220998181,0.61323666,0.288624954,0.188223787,folk
425,0.416635279,0.197657309,0.508219079,0.741900199,0.582571325,0.34847776,0.695122808,0.334529255,0.558510803,0.599414462,0.643240866,0.311866646,0.7464778,0.567605137,0.67365869,0.438432833,0.68166195,0.491158332,0.525603233,0.461229658,0.279146695,0.509364463,0.471460213,0.5019848,0.516983376,0.486215995,blues
428,0.417988981,0.385856732,0.648995832,0.826049128,0.747566489,0.445359319,0.844927247,0.245721711,0.533861166,0.578776245,0.736321842,0.409481307,0.511143078,0.559652284,0.53802078,0.472360427,0.725167956,0.649599826,0.547799269,0.389949242,0.364957013,0.497925828,0.450871889,0.517334953,0.518593911,0.529621628,rock
429,0.631652143,0.69411403,0.84120595,0.918996358,0.917723646,0.624062663,0.87796648,0.136064513,0.533084963,0.357644803,0.564114475,0.299496875,0.478017432,0.63014652,0.526969751,0.546869498,0.669416857,0.770953095,0.632192955,0.711918424,0.327183292,0.67544237,0.505321156,0.730049797,0.637568254,0.775578395,hiphop
430,0.566106524,0.255229401,0.346643049,0.538274204,0.427618897,0.294316052,0.652121333,0.474233078,0.52076951,0.800627253,0.553561857,0.536982109,0.709849366,0.590350761,0.786322267,0.400233853,0.415219629,0.27135112,0.561979676,0.543331577,0.331323128,0.320335247,0.425490232,0.395960568,0.377383134,0.544494513,blues
431,0.284962604,0.342459233,0.593717693,0.853839145,0.718923424,0.307669343,0.645310461,0.268098072,0.726554937,0.445314917,0.672618774,0.494180693,0.62605432,0.508902435,0.60597829,0.142382209,0.543869862,0.250926716,0.409041036,0.282393366,0.208245034,0.362316799,0.343121372,0.377846251,0.261557055,0.359639002,folk
433,0.621675076,0.413142078,0.536929353,0.764203062,0.632736989,0.340038943,0.780321147,0.324987839,0.54373228,0.639046674,0.781181163,0.377015871,0.675004769,0.629867529,0.643104503,0.511758977,0.656398668,0.612950912,0.652071897,0.537942123,0.391599991,0.443465171,0.409133728,0.507903735,0.453618358,0.513373475,blues
434,0.533226917,0.404736388,0.521528779,0.767180515,0.640786955,0.348192604,0.811656948,0.326010408,0.560584457,0.588128431,0.791867456,0.502491596,0.464782817,0.49220505,0.486051549,0.500204827,0.65648906,0.365552343,0.551330589,0.335844942,0.217825903,0.351802277,0.433513375,0.652722122,0.37894694,0.475206015,alternative
435,0.44653557,0.579251653,0.32350698,0.551509381,0.366789686,0.194239863,0.783140749,0.534471967,0.476387072,0.550713948,0.73142971,0.281244303,0.730049016,0.614626206,0.591798846,0.468794359,0.470814953,0.295028351,0.440677189,0.383482267,0.256894405,0.337123819,0.378514298,0.379834114,0.504418802,0.633876875,pop
436,0.425570683,0.249456505,0.437180059,0.692653904,0.510536642,0.309130768,0.681229039,0.429789025,0.550773411,0.488014887,0.847212475,0.364048286,0.635155793,0.725197945,0.464690744,0.382252717,0.657916416,0.512009763,0.532517576,0.575677508,0.324084951,0.42476653,0.394183939,0.539738098,0.543926336,0.563085907,blues
437,0.505645449,0.437623131,0.629861421,0.78547494,0.694437394,0.454836281,0.825750016,0.243378963,0.530580781,0.643709428,0.740899966,0.498351478,0.692914201,0.558280457,0.535926774,0.425617477,0.543890848,0.419132359,0.636530664,0.438557447,0.333969642,0.445499916,0.40529424,0.488493871,0.469663305,0.444599077,rock
439,0.599279935,0.255913779,0.384994148,0.62145892,0.449834336,0.207374834,0.641123525,0.403391833,0.493029957,0.660102587,0.812721931,0.457672283,0.702447861,0.706626321,0.668526174,0.617337945,0.789258775,0.58922203,0.561756667,0.544208591,0.347544631,0.505484634,0.315712063,0.461268205,0.399819222,0.463184614,rock
440,0.36816817,0.827290316,0.452112423,0.672891955,0.523597687,0.27675226,0.879243201,0.406601263,0.542481421,0.54825045,0.607530031,0.418651534,0.564567945,0.504137801,0.344582493,0.541915081,0.571065111,0.517387767,0.580521721,0.369453055,0.421600576,0.231068928,0.493803226,0.665236234,0.335066598,0.353750925,alternative
442,0.698540501,0.393051354,0.429937058,0.658335745,0.511606769,0.245844085,0.75644705,0.394610901,0.508971984,0.635886317,0.698045165,0.565569981,0.684316637,0.6803657,0.695324985,0.473253769,0.704746239,0.64554021,0.653992027,0.668842431,0.410945898,0.411363575,0.36974183,0.313815974,0.494753446,0.522465549,rock
443,0.534777975,0.341151578,0.280785267,0.504073556,0.337271998,0.169008061,0.682932215,0.542011773,0.468338206,0.645819837,0.731541416,0.615029327,0.664581482,0.719059351,0.502174505,0.439077942,0.612616157,0.435949933,0.659866335,0.485131008,0.354843142,0.516172679,0.449631718,0.425305642,0.424293095,0.492362821,pop
444,0.465179172,0.39296329,0.666539965,0.832591783,0.772964871,0.488346498,0.847774846,0.242206677,0.504526512,0.437743172,0.649079281,0.431603365,0.513328875,0.538492479,0.559173409,0.406110632,0.488844433,0.320993425,0.438246184,0.334712441,0.333545925,0.311956058,0.3077138,0.385275356,0.440609773,0.397336057,pop
445,0.310312418,0.113338866,0.212722367,0.293499699,0.220600643,0.190688786,0.519819453,0.734886933,0.270250563,0.559592945,0.518509255,0.42112878,0.499419471,0.528599285,0.572288358,0.301832819,0.485737696,0.190226709,0.559617395,0.421211186,0.430688098,0.371899696,0.490427485,0.31331365,0.304296794,0.374576732,electronic
446,0.359893206,0.316729789,0.74615821,0.821007445,0.771788417,0.537419965,0.742542961,0.174390492,0.57482264,0.497859948,0.645272108,0.586895334,0.383290688,0.419450919,0.644341251,0.216152385,0.59398608,0.507469365,0.460049431,0.416689263,0.32329004,0.315924126,0.316403726,0.390847763,0.40001188,0.377714432,folk
448,0.377119276,0.035929489,0.604947382,0.806687182,0.712362032,0.356845289,0.400511183,0.259075859,0.651503114,0.502494832,0.591720798,0.578693351,0.474515579,0.495993056,0.539480206,0.29434449,0.612832585,0.434188517,0.489658738,0.376094863,0.307715505,0.209995813,0.327176741,0.380716324,0.339763088,0.36208811,folk
449,0.770427322,0.436598082,0.699712186,0.828553941,0.760901925,0.451432238,0.844256788,0.150813488,0.452416225,0.605938909,0.92010905,0.516584852,0.660994992,0.712532345,0.834067758,0.391835585,0.732620901,0.666232111,0.618629486,0.600531365,0.444871788,0.430154645,0.500624368,0.594520325,0.607671499,0.631535321,rock
451,0.481840469,0.630785056,0.528307005,0.671549882,0.54005433,0.414896697,0.860467582,0.363630647,0.409302011,0.474480223,0.73841982,0.405757004,0.800668857,0.582735936,0.634062858,0.620098642,0.497048606,0.466534598,0.549662949,0.44312464,0.249865021,0.488594925,0.465445152,0.60690288,0.462194895,0.613551863,rock
452,0.467602121,0.488749803,0.636400757,0.815237943,0.727144886,0.386283132,0.764249058,0.246515625,0.600802579,0.463455702,0.664942395,0.478313564,0.460982527,0.522165843,0.521898006,0.475477832,0.690890179,0.569949929,0.643859281,0.4843042,0.392992375,0.366959213,0.341452841,0.418533645,0.31349623,0.371450826,pop
453,0.355579787,0.264957797,0.343016206,0.621445958,0.390867558,0.200629127,0.570299608,0.453442836,0.615888742,0.447780701,0.699790617,0.445143449,0.74739988,0.579299133,0.489004092,0.483511264,0.369859899,0.248329794,0.663051092,0.673857829,0.677688618,0.714111517,0.611289831,0.456778741,0.350970615,0.656514201,pop
454,0.78128106,0.39668902,0.544195002,0.666967209,0.571503049,0.42151765,0.833876961,0.317978924,0.396436944,0.638938727,0.695744451,0.550791148,0.681288529,0.583394427,0.606891609,0.514197311,0.596809048,0.592742625,0.581188756,0.447638277,0.337046401,0.45219311,0.428362647,0.516336207,0.472221565,0.478859339,rock
455,0.550670098,0.258314004,0.443022281,0.626675467,0.489549106,0.275972538,0.536454884,0.393641012,0.593033981,0.551785803,0.823893591,0.435073384,0.668562812,0.629806021,0.50069543,0.402246563,0.636586449,0.41851719,0.739048082,0.455475573,0.361742773,0.485485113,0.474395533,0.435210143,0.649291619,0.572722993,hiphop
457,0.600213965,0.295279169,0.486554214,0.648436869,0.541385129,0.301837025,0.666617862,0.326585221,0.411827481,0.52776746,0.606098087,0.562495988,0.690615146,0.774152264,0.635278889,0.458834777,0.694422659,0.498345941,0.77283296,0.533552263,0.410369876,0.547715196,0.430913739,0.59314106,0.427392107,0.537927724,hiphop
458,0.623317192,0.569660068,0.585120694,0.715190705,0.602454434,0.466077645,0.920247513,0.297020145,0.40513792,0.516275422,0.610113595,0.308996515,0.608988139,0.643965798,0.924213271,0.513450047,0.642390949,0.646111447,0.636327028,0.589028077,0.378562637,0.479370264,0.39535268,0.417624314,0.446989145,0.609390977,rock
459,0.368387445,0.21596809,0.22470352,0.523398871,0.272813956,0.07501816,0.507700908,0.488483732,0.6348031,0.609579674,0.693631,0.60436758,0.653935893,0.58659668,0.526808581,0.314002866,0.371458605,0.222677023,0.572841466,0.349805494,0.280475396,0.147225106,0.199571412,0.113341013,0.128172674,0.345362445,folk
460,0.567397142,0.524376247,0.377236844,0.700907,0.494680231,0.183439598,0.737413965,0.489526733,0.70087878,0.410410138,0.671319628,0.599134667,0.618576812,0.763135338,0.628985272,0.468575533,0.780780991,0.597212241,0.663075226,0.605190973,0.292728708,0.50258201,0.475405857,0.383476982,0.545822052,0.239409948,rock
462,0.323119752,0.440795534,0.501037665,0.803796473,0.610271168,0.286175756,0.755041493,0.394142546,0.663582694,0.425043499,0.754874227,0.383701795,0.592412957,0.59623433,0.588481593,0.408463053,0.578947689,0.343619639,0.610038904,0.385263124,0.316901675,0.182338393,0.342773464,0.352210116,0.483539814,0.67560811,alternative
463,0.528401819,0.137306977,0.384849646,0.515605467,0.410939311,0.337494821,0.615642136,0.528315415,0.338833467,0.527514811,0.709872365,0.409440555,0.639592771,0.607199211,0.520014135,0.513828596,0.568221546,0.420371046,0.537746965,0.427954009,0.36469542,0.257519591,0.427892809,0.56055161,0.452163677,0.394419626,rock
466,0.509386927,0.532312811,0.541350188,0.710883217,0.585308382,0.40407416,0.8250335,0.306626993,0.456587896,0.535361226,0.787026494,0.378746087,0.680549066,0.691311816,0.538716967,0.515397765,0.662442605,0.465436828,0.573085427,0.510363059,0.324874853,0.494081536,0.347569384,0.396747279,0.521005441,0.515945034,rock
469,0.436365841,0.203440861,0.480611084,0.735611545,0.572559457,0.266945586,0.649402762,0.366909747,0.584787893,0.532782786,0.743328771,0.588750053,0.709684618,0.585226338,0.6495005,0.452955397,0.572357394,0.410776612,0.518637528,0.491000193,0.300282353,0.297344434,0.296132589,0.425766436,0.390962168,0.384404216,pop
470,0.434695107,0.201124438,0.379092864,0.585723054,0.441743211,0.246525784,0.582493327,0.390272147,0.534646741,0.644771767,0.605933142,0.476584982,0.785547856,0.489439136,0.501297322,0.325828009,0.424312953,0.553284833,0.497431861,0.429715877,0.329528388,0.292388395,0.26171934,0.437407322,0.419583004,0.386949327,folk
472,0.479069778,0.560540536,0.59816716,0.753962655,0.682792896,0.392529821,0.861299822,0.264582133,0.485845302,0.552027041,0.640450995,0.599561676,0.613103199,0.684543172,0.674517571,0.637630438,0.727524223,0.600810476,0.583091283,0.483146358,0.404323591,0.489215436,0.479600478,0.559883443,0.487077055,0.469615456,rock
473,0.658164242,0.285522906,0.387162597,0.570082762,0.449872065,0.242114786,0.666578426,0.439741342,0.422594402,0.583512483,0.59347004,0.625503847,0.507421654,0.738265909,0.486007566,0.564080966,0.643987541,0.758064737,0.681905264,0.630097827,0.453538029,0.503738724,0.523613467,0.531493586,0.519485447,0.498708839,hiphop
474,0.320115116,0.445109816,0.181820379,0.445379217,0.212807919,0.069136826,0.60246802,0.592684455,0.601866574,0.615556263,0.808468347,0.556700259,0.596348089,0.53289781,0.320788636,0.350169608,0.498710384,0.177292475,0.546760758,0.42397523,0.276365586,0.348654937,0.457486197,0.383779521,0.477858493,0.246446564,pop
476,0.517903427,0.165756961,0.449273593,0.74111474,0.557622259,0.211518499,0.599046145,0.351438264,0.612404293,0.628737058,0.704728793,0.552329306,0.824919476,0.629896634,0.728448651,0.456295191,0.666956004,0.427803735,0.729054972,0.530592586,0.349378686,0.459906877,0.596963754,0.541215921,0.51166043,0.461783484,pop
477,0.333988984,0.219013788,0.133278803,0.358886586,0.143894442,0.068250173,0.47692655,0.675689023,0.687832537,0.636604011,0.690529139,0.521557976,0.588874703,0.5421013,0.468655084,0.380873211,0.547221048,0.344149937,0.559393437,0.354786909,0.302853929,0.320785032,0.325089464,0.421241796,0.391496366,0.485841683,alternative
478,0.611827261,0.070455155,0.491514928,0.724329344,0.574747731,0.245817349,0.449318215,0.34187947,0.623171849,0.556944251,0.770675003,0.524246519,0.630389991,0.667704779,0.51656488,0.422231239,0.596807815,0.477486409,0.635838959,0.459944312,0.409978557,0.467890226,0.46719086,0.496174613,0.464545711,0.399951883,hiphop
479,0.655768276,0.16733722,0.668680108,0.868119403,0.785929879,0.379693371,0.636218653,0.237661299,0.678167152,0.528534783,0.716527758,0.62842683,0.486869186,0.799570096,0.608624122,0.553983209,0.745039899,0.615665647,0.69105396,0.543213683,0.383980553,0.519141675,0.407848134,0.371556708,0.476268338,0.55616499,hiphop
481,0.617841373,0.178190947,0.346834033,0.646977973,0.422714146,0.122959914,0.542145464,0.442608745,0.621995277,0.553318186,0.830517387,0.51539501,0.786009587,0.688397294,0.570036845,0.520778447,0.700605888,0.604855482,0.732693987,0.579743472,0.425283339,0.436388444,0.467462191,0.632714911,0.463680969,0.511260223,pop
483,0.823660532,0.350070806,0.846413201,0.881980176,0.872291239,0.610107868,0.747977231,0.080327154,0.508217998,0.435464018,0.709806672,0.691439928,0.70854782,0.849760227,0.73618093,0.572210214,0.594266435,0.493293571,0.678419478,0.695895497,0.505700382,0.569328625,0.667816384,0.681189355,0.680154993,0.644715585,electronic
484,0.449916617,0.123605621,0.476833322,0.730759087,0.575869307,0.25739288,0.537175329,0.347161527,0.590789225,0.557879508,0.699098761,0.466807068,0.629534308,0.5340724,0.598340137,0.377308432,0.53902282,0.398875623,0.518779669,0.382073664,0.279775251,0.396994929,0.597085419,0.555360242,0.654129291,0.797830873,pop
485,0.51084355,0.440629258,0.434561719,0.689306972,0.522050804,0.22111576,0.756786187,0.391757218,0.534797267,0.565719618,0.730241443,0.462078399,0.658040847,0.578158952,0.66900019,0.539010215,0.73969721,0.680127294,0.690831413,0.720712704,0.515418416,0.523696791,0.438097418,0.391806395,0.390031459,0.527550302,alternative
486,0.399155059,0.277972097,0.442464071,0.65312302,0.473682405,0.338332466,0.668678855,0.380201765,0.527757871,0.593921752,0.767002999,0.278345128,0.685027515,0.543155997,0.469329312,0.321432092,0.569489298,0.596362862,0.598571582,0.303803056,0.152380626,0.218811731,0.318593154,0.407279438,0.298230145,0.208921572,folk
487,0.505306986,0.180505441,0.310592592,0.639796104,0.373412815,0.124234205,0.542670046,0.459897448,0.645319001,0.548432354,0.83193016,0.572287013,0.707540801,0.561445155,0.569988005,0.379814638,0.657977406,0.365755105,0.551469148,0.458018922,0.298118172,0.410127502,0.301349017,0.273354622,0.356224563,0.522367394,pop
488,0.536385206,0.380464728,0.384823486,0.599605892,0.4576545,0.243576207,0.751258699,0.462898165,0.48634146,0.646030633,0.654733155,0.35797148,0.537679488,0.573986892,0.515016716,0.439816505,0.546316286,0.542803634,0.548075326,0.488503614,0.442287254,0.41570732,0.38185754,0.564603043,0.580773266,0.428946745,rock
491,0.339691475,0.150580143,0.270548532,0.492891087,0.283810203,0.150419491,0.48147639,0.526297279,0.525036515,0.491646908,0.717641026,0.40501087,0.534312597,0.48110204,0.180941565,0.366371612,0.41535514,0.286887923,0.478318048,0.318745443,0.072099877,0.340708786,0.256685867,0.10972966,0.385890983,0.135257579,folk
492,0.671487073,0.205294305,0.706369478,0.834758339,0.755366073,0.447515806,0.664072492,0.180302895,0.513753113,0.453330605,0.586550626,0.486961408,0.708184833,0.769229475,0.902348442,0.287776001,0.834012797,0.487589906,0.76132055,0.531240294,0.365846751,0.641176956,0.414631766,0.617247383,0.542037209,0.569140996,hiphop
493,0.438170351,0.186522488,0.416406402,0.706158597,0.498782387,0.229986767,0.617097829,0.418332399,0.619054401,0.464339088,0.616287849,0.526060473,0.830870133,0.721259441,0.615170915,0.252935353,0.501900492,0.621265296,0.663629252,0.705851125,0.337236306,0.256850481,0.419048397,0.398537158,0.280670843,0.342556253,alternative
494,0.691230067,0.453215752,0.665319224,0.864318096,0.760521207,0.322083061,0.685705307,0.208893245,0.646956762,0.471316066,0.793185409,0.567676385,0.659331108,0.625234375,0.603885325,0.692135815,0.743112813,0.690102256,0.721532559,0.573744637,0.563593021,0.522608709,0.558560115,0.664880898,0.545926144,0.62947812,hiphop
495,0.523846568,0.225812319,0.817807815,0.730853338,0.759049782,0.821822408,0.726865258,0.071476885,0.339818237,0.506678628,0.582341274,0.462206893,0.417978264,0.544195784,0.398134406,0.537962225,0.676359876,0.676126846,0.642683168,0.76133586,0.459255092,0.553702085,0.529284047,0.492572353,0.500102486,0.576978682,electronic
496,0.567999499,0.442727235,0.347218951,0.629520193,0.393638914,0.17832017,0.624310374,0.414760584,0.595375484,0.502802946,0.717101904,0.384276989,0.749455883,0.573058841,0.544924739,0.510663527,0.563183699,0.663073521,0.825307038,0.568832835,0.421845964,0.633440722,0.448695803,0.474422833,0.557769622,0.667857253,hiphop
498,0.436087167,0.190951157,0.557548508,0.791435506,0.666157899,0.300117183,0.607069823,0.315531027,0.656876911,0.482899273,0.632058212,0.507887464,0.479140662,0.573585263,0.507969835,0.34101447,0.54494068,0.433914038,0.513888366,0.414421025,0.3103252,0.424128675,0.376856336,0.427645131,0.415775356,0.438305384,hiphop
499,0.451024303,0.548698217,0.524896887,0.692301148,0.581964233,0.397355185,0.848462151,0.31265538,0.472109251,0.578037352,0.692149866,0.55288663,0.685187131,0.654078521,0.505599838,0.348932117,0.559326675,0.479294768,0.457340648,0.382425485,0.259210589,0.394076222,0.445859146,0.397587843,0.210511621,0.38251453,blues
503,0.694555369,0.161329892,0.169199435,0.342813247,0.160680354,0.116267674,0.531108057,0.729384178,0.459490515,0.48889521,0.777313518,0.574300182,0.554859725,0.427728807,0.557207833,0.631011789,0.645037252,0.318624929,0.617254776,0.554093063,0.541041687,0.585483953,0.617813432,0.552387051,0.551611855,0.663377839,electronic
505,0.791625709,0.479445418,0.448365881,0.676241537,0.514450153,0.256216612,0.77496981,0.41654752,0.466563099,0.406325813,0.85878273,0.629291726,0.511846142,0.636759985,0.581143582,0.424970646,0.679982061,0.572796386,0.672987961,0.633866256,0.450568039,0.606256443,0.508512873,0.525023374,0.547651007,0.727546451,electronic
506,0.490138094,0.226657326,0.53557376,0.662819255,0.575937905,0.385057856,0.729486467,0.31045131,0.41950967,0.619513173,0.625320271,0.527657694,0.680108595,0.679572332,0.67695305,0.41665161,0.69464216,0.488525427,0.599160072,0.517622628,0.516711002,0.551807314,0.464849762,0.405199165,0.325081944,0.471752444,rock
507,0.526272149,0.332129699,0.099441305,0.216077312,0.120077241,0.109112053,0.579976542,0.929987976,0.41897256,0.610594815,0.64410941,0.520363849,0.65434188,0.583865042,0.642592572,0.328527261,0.750390424,0.406293376,0.625414656,0.435222168,0.366163451,0.417901331,0.619652017,0.450697187,0.484149765,0.597951695,electronic
509,0.586746173,0.276886782,0.580070556,0.759442696,0.646055276,0.347087626,0.697887743,0.257213079,0.585477303,0.649610118,0.678548458,0.499997508,0.664553057,0.630206683,0.581216779,0.560551722,0.69422289,0.604989813,0.576846201,0.538966078,0.39165099,0.513053384,0.549146056,0.624043893,0.473022203,0.495883293,pop
510,0.533614252,0.174807439,0.323184808,0.428953223,0.353354782,0.213064574,0.588399692,0.536056815,0.247512487,0.678530731,0.596236503,0.726953895,0.713371987,0.878825251,0.655237469,0.493128719,0.726890299,0.56519005,0.722921949,0.448075898,0.359908584,0.134949313,0.611291792,0.424768275,0.758152513,0.46942691,electronic
511,0.554995388,0.380521995,0.358757227,0.659435384,0.44144481,0.129678889,0.657934753,0.415325378,0.652225195,0.643820432,0.847716883,0.454854442,0.562582401,0.584095707,0.533652929,0.459543347,0.608875103,0.392602235,0.731176788,0.600193088,0.333963811,0.377564311,0.506855279,0.508077165,0.408595048,0.57311543,hiphop
512,0.438253188,0.682010545,0.533591404,0.645603357,0.561398574,0.373148161,0.890438788,0.297591291,0.355907056,0.611053083,0.687577433,0.599838848,0.658039018,0.611890941,0.586807609,0.529763931,0.697169284,0.650549553,0.690089861,0.528622142,0.257814901,0.437737257,0.531820825,0.602530332,0.506838066,0.573146238,alternative
513,0.424438226,0.559568393,0.453301555,0.649648723,0.49835365,0.278026547,0.83910012,0.399849534,0.404137752,0.478335864,0.741011616,0.45402056,0.699980922,0.6983235,0.567421077,0.536339728,0.656498441,0.536143796,0.551527625,0.38062006,0.244056909,0.419876679,0.404363564,0.509412874,0.479322503,0.485573206,blues
514,0.565976467,0.187197343,0.624974851,0.764415746,0.672955953,0.450327261,0.622888844,0.236474448,0.559907885,0.518848737,0.713159248,0.561406837,0.644612965,0.721678869,0.620330886,0.647587518,0.680957753,0.702563823,0.795634708,0.573581439,0.40232698,0.590883566,0.406480337,0.314946353,0.533553371,0.408708934,hiphop
515,0.572411558,0.294023885,0.585349236,0.85448564,0.729734457,0.321316707,0.633095026,0.231310974,0.556983561,0.393404095,0.774188533,0.491784652,0.663754679,0.647470765,0.636330832,0.528763634,0.844116216,0.506260674,0.654869854,0.620085074,0.398969702,0.343365551,0.47224523,0.495373118,0.396034254,0.510574831,hiphop
516,0.561160267,0.364250192,0.313129856,0.58640537,0.373670058,0.160689543,0.648321864,0.548494465,0.687803966,0.519647951,0.703325961,0.574190674,0.739227878,0.575110626,0.568342803,0.463195467,0.659432986,0.565036683,0.649047106,0.488995459,0.241568732,0.40625436,0.334140797,0.384854356,0.431491919,0.463577076,pop
517,0.717588348,0.561011126,0.491543904,0.665881514,0.545158015,0.29506013,0.759263532,0.3156922,0.470884996,0.585888582,0.749586005,0.661477716,0.636529838,0.594791131,0.679713503,0.520767893,0.785220807,0.693354155,0.721588559,0.570199281,0.398707793,0.581043576,0.37724981,0.641782776,0.478465506,0.515046355,hiphop
518,0.282218968,0.261440392,0.341106599,0.597198412,0.350384491,0.21504284,0.601182609,0.454203107,0.622827679,0.462173404,0.674116445,0.501460672,0.56131942,0.4822956,0.405404961,0.42499095,0.583889206,0.316466883,0.432141097,0.21743987,0.169390774,0.307075884,0.32306478,0.587155803,0.485887761,0.619846991,pop
519,0.516960329,0.242238176,0.682504573,0.781749829,0.719815197,0.524182516,0.741903792,0.170923622,0.444860457,0.545401779,0.683999234,0.383233764,0.658810352,0.656841271,0.600978557,0.352397028,0.281153662,0.559455633,0.442763394,0.340939688,0.148760442,0.152523979,0.137937616,0.142698633,0.125330429,0.374517189,folk
521,0.616446173,0.360025474,0.508640407,0.607211883,0.520548509,0.45792398,0.784786018,0.33663437,0.361748989,0.690909869,0.674506056,0.533225959,0.740267756,0.523408603,0.557817616,0.579091492,0.632061532,0.6188499,0.539916625,0.414818077,0.37735783,0.432876447,0.405462348,0.466838047,0.383493555,0.507841332,blues
525,0.252027547,0.238100056,0.325305317,0.555958034,0.389118311,0.162952965,0.586308659,0.462908116,0.508975995,0.557555604,0.718995182,0.234715304,0.32498528,0.539093365,0.36200517,0.289696135,0.488413688,0.159115278,0.355779635,0.213042294,0.160972317,0.173142566,0.230864951,0.172622572,0.273038104,0.507558963,pop
526,0.318420352,0.440022926,0.597074359,0.806704953,0.707302935,0.444521674,0.79437282,0.271160211,0.545678064,0.47211208,0.76747081,0.503396542,0.528524933,0.570485472,0.601346543,0.342734869,0.609948938,0.543121052,0.541630586,0.459391558,0.332621827,0.525780955,0.242731133,0.656357345,0.50594626,0.376809407,alternative
